,Unnamed: 0,text,date,user,location,Clean_Tweet
495,495,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:51:43,atthebach1,"Christchurch, New Zealand",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
496,496,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:50:02,drkarajan,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
497,497,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:48:39,CaliRicanDad,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
498,498,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:48:27,GoodGravySMH,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
499,499,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:48:06,FranklyOnline,"Sala, Sweden",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
500,500,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:47:41,jonstall2020,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
501,501,"#Boost me baby!!! I'm doing my part. I need somewhat ""normality"" back! #medicalprofessional #vaccine #boostershot 💉… https://t.co/Ct8hbgaWm6",2021-12-04 18:45:22,absolutelyChike,"Philly, NJ, NY, DC then Global","Boost me baby !!! I ' m doing my part . I need somewhat "" normality "" back ! vaccine 💉…"
502,502,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:45:04,amgoth2000,New Jersey,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
503,503,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:44:14,mschleifer13,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
504,504,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:43:44,MikeBabulic,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
505,505,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:43:17,nightowl2110,"Leeds, England",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
506,506,RT @DAPFpodcast: Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes” #Married #Chatting #Life #Unedited #Thankful 4 everyone still liste…,2021-12-04 18:42:10,BesottedGeekPod,"Pittsburgh, PA",: Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone still …
507,507,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:41:36,disco30003,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
508,508,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:41:15,Bombweed_Novel,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
509,509,"Thank you for sharing #BoosterShot
experience. It’ll help,even those who are Pro Science&amp; #vaccinated

It's impt to… https://t.co/SQGsu1I2rC",2021-12-04 18:39:10,BBWriterCRD,...,"Thank you for experience . It ’ help , even those who are Pro Science & ; It ' s to …"
510,510,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:38:44,meNabster,"London, England",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
511,511,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:38:19,MMinevich,New York  United  States,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
512,512,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:37:16,kathleenmwade,"San Francisco, CA",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
513,513,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:36:54,RealNews_Facts,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
514,514,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:35:58,StuyvesantAnna,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
515,515,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:35:25,MFWitches,Djadjawurrung Land,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
516,516,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:35:08,RedwoodGirl,"Chico, CA",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
517,517,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:34:59,LarissaWakeF,"Lacey, WA",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
518,518,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:32:57,rogerhuder,Florida,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
519,519,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:32:36,4everResist,Bag End,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
520,520,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:30:10,barnes_weise,"Durham, NC",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
521,521,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:29:44,MemarpouriM,"Stockholm, Sweden",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
522,522,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:29:16,HeleneLast,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
523,523,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:29:05,pricklyeater,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
524,524,"RT @DAPFpodcast: Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes”
 #Married #Chatting #Life #Unedited #Thankful 4 everyone still list…",2021-12-04 18:26:37,wiretechgirl,,: Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone still list …
525,525,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:26:07,Ai_Diagnostics,"London, England",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
526,526,RT @DAPFpodcast: Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes” #Married #Chatting #Life #Unedited #Thankful 4 everyone still liste…,2021-12-04 18:22:57,bloodnblackrum,"Gloversville, NY",: Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone still …
527,527,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:22:23,esvaube,Zwischen Nord- und Ostsee,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
528,528,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:21:22,chathu87,Sri lanka,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
529,529,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:20:18,Glambine191110,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
530,530,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:20:15,LoriHPhoton,98008,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
531,531,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:19:43,wildcandytuft,England,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
532,532,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:19:39,YvetteJacqR,"Stony Brook, NY",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
533,533,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:18:46,88DoubleDragon,"Manila City, National Capital ",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
534,534,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:17:41,KimDuke,"Santa Fe, NM",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
535,535,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:17:13,BigBruce1972,Johnsons Plague Island,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
536,536,got my #BoosterShot 💉Still hoping for superpowers 🦸‍♂️,2021-12-04 18:17:12,gh0st42,,got my 💉 Still for 🦸‍♂️
537,537,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:15:16,Noelle333369,"Long Beach, CA",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
538,538,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:12:43,MARIELinBOSTON,"Boston, Massachusetts",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
539,539,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:12:32,jaywang06138467,"New Haven, CT",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
540,540,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:10:52,cv_au,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
541,541,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:10:04,osymandus,Essex,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
542,542,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:09:49,CharityChicken,"Dayton, OH",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
543,543,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:09:32,ResisterNell,"Louisville, Kentucky ",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
544,544,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:09:24,PritchardGwen,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
545,545,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:09:06,margaritafontr,República de Catalunya,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
546,546,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:08:57,difabio_karen,"Massachusetts, USA",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
547,547,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:07:21,aacamerano,Argentina,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
548,548,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:07:19,AngelaKorras, Australia,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
